date_inicial,date_final,IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
1993-04-26,1993-04-28,12.25971922909442,0.2211575000065433,0.1765629788141076,0.1391138060155652,0.2200000001567766,0.2200962404848008,0.2200088492914266,10.18,8.19,11.83,23.26,24.15,27.08,0.0,0.0,0.01,3.925642034771579,4.13909969574612,4.633913588035699
1993-04-29,1993-05-01,2.257304946839273,0.2402333818485548,0.3922772777991519,0.2391922332016621,0.2200008140415177,0.2970507237551421,0.2215655174984367,17.1,18.08,18.43,25.12,22.18,26.02,10.93,31.37,4.24,2.7957703304911927,1.6111565637134595,2.252116754252228
1993-05-05,1993-05-07,5.9332995720739685,0.2162570239701819,0.1780653986349504,0.1517676980558827,0.2203978154887776,0.2200365245704748,0.2200033594164977,3.67,5.05,5.63,17.44,19.47,19.58,0.0,0.0,0.0,3.172588586988567,3.518129490370554,3.4067242015775423
1993-05-08,1993-05-10,10.56739662173529,0.2240415742881779,0.1921681036534406,0.1695890130302464,0.2200003090392744,0.2203321594768957,0.2200305064088865,6.83,9.45,10.23,19.95,22.54,21.89,0.0,0.14,0.52,3.036371816823433,3.132909945833672,2.823174440325315
1993-05-11,1993-05-13,6.305491884357839,0.2277087476722065,0.2050142098833733,0.1790022671641986,0.2200028059680487,0.2206241769362115,0.220057243290409,7.55,7.78,5.87,17.69,17.51,16.94,1.84,0.0,0.0,2.121380381965294,1.4243541905751784,2.3647220653795182
1993-05-14,1993-05-16,6.701194271917465,0.2116950518277225,0.1787235072370165,0.1461902974841237,0.2200052645215087,0.2200004842890456,0.2200000445513257,3.46,3.38,4.77,17.74,19.25,18.87,0.0,0.0,0.0,3.119923459604615,2.997413144609647,3.0252415449983268
1993-05-17,1993-05-19,10.707765699498156,0.2171271294477729,0.1795860859230515,0.1408378029342178,0.2200000040984304,0.2200000003770288,0.2200000000346841,4.97,6.79,8.89,20.03,21.28,23.58,0.0,0.0,0.0,3.285529548302944,3.412822138611034,3.5235381120516145
1993-05-20,1993-05-22,11.175891923256792,0.2240085781526761,0.3701413258352674,0.2173140374045827,0.2200000000031906,0.2203294649881804,0.2231914552597125,9.22,14.25,11.12,25.24,23.44,23.02,0.62,19.78,2.45,3.1625585467372392,2.8486188675229966,2.664595155706574
1993-05-23,1993-05-25,2.9210546712771874,0.2268782793757424,0.1966648700061621,0.1783555354812223,0.220288963938036,0.2205835542276744,0.2200535285470059,9.66,3.47,2.04,19.23,12.9,13.26,0.09,0.1,0.0,1.8678458856011064,2.276158112998031,1.898539365759076
1993-05-26,1993-05-28,6.24839330233498,0.221128658541472,0.195668171943861,0.1690383255932077,0.2200049229761763,0.2200943015887715,0.2200086710933786,-0.72,-1.24,0.5,11.08,11.07,13.08,0.0,0.0,0.0,1.7918918148272809,2.2213707926156694,2.420895122786664
1993-05-29,1993-05-31,7.762984635065325,0.2319451172207646,0.1958802817178106,0.1744170225609435,0.2200007976498773,0.2209495832809865,0.2200869459577704,1.76,1.11,0.26,11.34,12.84,10.1,0.0,0.0,0.0,1.3384595202814855,2.286686599049535,1.9512053778970129
1993-06-01,1993-06-03,6.706325915686717,0.2172649217253834,0.1940109020505025,0.1619535185322277,0.220007995028621,0.2200007354614464,0.2200000676574087,-2.52,-0.6,1.83,11.14,11.28,18.59,0.0,0.0,0.0,2.201396362947928,2.114001788625539,2.9143075925704376
1993-06-04,1993-06-06,9.005738351827492,0.2170260837992325,0.1797382354610176,0.206841929223963,0.2200000062240381,0.2200000005725708,0.2200000000526727,4.66,5.38,8.58,19.62,21.61,18.7,0.0,0.0,4.93,3.1804380228427407,3.389804394383164,2.017846021550418
1993-06-07,1993-06-09,2.7296306237054533,0.2226811534290584,0.1989985316167327,0.1797007141264218,0.2200000000048455,0.2202215588478622,0.2200203596804548,8.56,4.71,1.78,16.01,13.06,9.66,0.81,0.0,0.0,1.777916548359924,1.931350040487852,1.7543470445737244
1993-06-10,1993-06-12,5.959781749031098,0.2213523356583359,0.1974983353420309,0.1747511635450564,0.2200018727695643,0.2201125223583698,0.2200103455742973,0.85,0.65,4.8,11.77,12.14,15.48,0.0,0.0,0.05,1.6314723598542566,2.056840004892857,2.1163302182953494
1993-06-16,1993-06-18,6.2993006621584335,0.2215394604816972,0.1903273855160231,0.1550876151464842,0.220007982534103,0.2201285264874176,0.2200118160981958,0.93,0.46,1.78,12.07,15.7,19.01,0.0,0.0,0.0,2.2379415383827523,2.7102871173925305,3.203615488139896
1993-06-19,1993-06-21,10.013977036953897,0.2228877159252276,0.1830594799611721,0.1501920056255656,0.2200010869405471,0.220238525725932,0.2200219169780831,3.86,2.99,4.12,18.3,20.61,18.36,0.0,0.0,0.0,2.939969962799595,3.3820346841687465,2.98795221232786
